N_SQ_VO;C_COINSEE;C_DESI;C_LIAISON;L_VOIE;L_COURTMIN;L_LONGMIN;C_VOIE;B_FANTOIR;B_OFF;C_VOIE_VP;Geometry;OBJECTID;C_DOMOFF;N_SQ_CO;LENGTH;Geometry X Y
750005776;75056;PL;;LOUIS LEPINE;Pl. Louis Lépine;Place Louis Lépine;750565794;O;O;5735;"{""coordinates"": [[2.3474673951386134, 48.855906170767454], [2.3474264892389787, 48.85583908984883], [2.3473098024162877, 48.85565367250538], [2.347078866046987, 48.85528539583797], [2.346961597717184, 48.8550758902058], [2.3472261265600207, 48.85499280340973], [2.3472370577795765, 48.854989472482096], [2.3474962054142225, 48.85491049275505], [2.347525912852143, 48.85489880127632], [2.34769720726582, 48.854844919629834], [2.347820658892141, 48.85480560731691]], ""type"": ""LineString""}";6513;P;750001537;;48.85522782080609, 2.347297666792945
750000768;75056;AV;DES;SYCOMORES;Av. des Sycomores;Avenue des Sycomores;750569134;O;O;8749;"{""coordinates"": [[2.2607010385523325, 48.84883600766315], [2.260775031676243, 48.84885548646494], [2.260921841187816, 48.84893322633778], [2.2610376563236456, 48.848978712179026], [2.26110057161852, 48.84902599371853], [2.2612429062289827, 48.849116656418076], [2.261763765880234, 48.84934344486025], [2.2619748410093754, 48.849427299877036], [2.262158603481014, 48.84955664688344], [2.2623270217414597, 48.849742819838845], [2.2624812636379206, 48.8499591777764], [2.262584081740368, 48.8501356194784], [2.2626135678437924, 48.85020623050577], [2.2627020720890405, 48.850376324262044], [2.262747302772743, 48.850535259972396], [2.262924350829932, 48.851237981181036], [2.2629752915130976, 48.851507834466425], [2.262967009127197, 48.85168872651626]], ""type"": ""LineString""}";6544;V;750001537;;48.85000178222655, 2.2621729641033124
750001970;75056;RUE;;BARTHELEMY;R. Barthélemy;Rue Barthélemy;750560694;O;O;0677;"{""coordinates"": [[2.311106071669865, 48.84616437973037], [2.3104947652920784, 48.846028543740076], [2.3096721752676146, 48.84582943849965], [2.3094593563490027, 48.84582938845762]], ""type"": ""LineString""}";1996;P;750001537;;48.845978642173485, 2.3102844858529505
750005977;75056;RUE;DE;BRETAGNE;R. de Bretagne;Rue de Bretagne;750561275;O;O;1283;"{""coordinates"": [[2.364611870613126, 48.861848361843485], [2.364430784869295, 48.86191447347417], [2.3637171926639557, 48.862279305389485], [2.3633288569052597, 48.862482992334776], [2.363258956506087, 48.86251880111122], [2.362627098647047, 48.862838563384976], [2.362558973500548, 48.86287291526825], [2.3624908343040882, 48.86290729401766], [2.3620859654711364, 48.86311343394028], [2.3619976994234446, 48.86315838933953], [2.361795892857533, 48.86325959583512], [2.3616782851905325, 48.86332293001983], [2.3615496606031012, 48.863394272437944], [2.3613632499774426, 48.86351148771889], [2.361158874355588, 48.863651908825695], [2.3610761560894495, 48.86370228921379], [2.359694913926942, 48.864665794441756], [2.359631847517979, 48.864679711615715]], ""type"": ""LineString""}";2031;P;750001537;;48.86318652297724, 2.3620752959396896
750005014;75056;AV;DE;BRETEUIL;Av. de Breteuil;Avenue de Breteuil;750561277;O;O;1285;"{""coordinates"": [[[2.3118609033538235, 48.84697983249707], [2.3118618492796474, 48.84695360352373], [2.3119590758669295, 48.846858722325194], [2.311943848910442, 48.846707442842536], [2.3117953785586276, 48.84533863883207]], [[2.3112308223000357, 48.84708931059288], [2.3111645286136064, 48.84666448354916], [2.311106071669865, 48.84616437973037], [2.311028891492429, 48.84549638247152], [2.311077421565638, 48.845337168701874]], [[2.3121921911343044, 48.848795543982504], [2.3120353497127835, 48.847462237584956]], [[2.3121921911343044, 48.848795543982504], [2.311423255678838, 48.84883161926186], [2.311297209563947, 48.84779585423086], [2.3112824214523324, 48.84767439116963]], [[2.312319285627078, 48.850287279728825], [2.3123652727287802, 48.850118401367105], [2.3121921911343044, 48.848795543982504]], [[2.312701022717798, 48.85319291851071], [2.3125392071434008, 48.85164585697529], [2.31243226126011, 48.850787028793675]], [[2.3119404634052803, 48.85323070926723], [2.3117369035962727, 48.85157195792934], [2.3116411458918433, 48.85071313031021], [2.3116035425355923, 48.85038849683359], [2.311423255678838, 48.84883161926186]]], ""type"": ""MultiLineString""}";2032;P;750001537;;48.849341439145604, 2.311859275959779
750003932;75056;COUR;DES;BRETONS;Cour des Bretons;Cour des Bretons;750561281;O;O;1288;"{""coordinates"": [[[2.37351298587542, 48.87077868613966], [2.3732788159542175, 48.87106049080695], [2.3734504672452243, 48.87112644750487], [2.373421948912626, 48.87116254152074], [2.3734624039157763, 48.871181342587356]], [[2.3732788159542175, 48.87106049080695], [2.373159641110358, 48.8712039136371], [2.372723288382632, 48.87172902603078], [2.372963527592482, 48.87184502216278], [2.373412551130726, 48.871306853954685], [2.373159641110358, 48.8712039136371]]], ""type"": ""MultiLineString""}";2035;V;750001537;;48.871373899438815, 2.373153028789481
750002420;75056;RUE;DE L';AUBRAC;R. de l'Aubrac;Rue de l'Aubrac;750560522;O;O;0500;"{""coordinates"": [[2.3855307740223135, 48.83419079432878], [2.3862376708825797, 48.834588346117776], [2.3869524090282055, 48.834978046287375], [2.3873467235726817, 48.835196579859144]], ""type"": ""LineString""}";2062;P;750001537;;48.83469545891774, 2.386437763259731
750003242;75056;RUE;;JULIETTE DODU;R. Juliette Dodu;Rue Juliette Dodu;750565116;O;O;4981;"{""coordinates"": [[2.3703353326244603, 48.87377575265358], [2.3691681287422157, 48.87531700306463], [2.3689372900353343, 48.87562068767291], [2.3683088550818514, 48.87602237021288]], ""type"": ""LineString""}";2077;P;750001537;;48.874972086917325, 2.3693895690524185
750004660;75056;RUE;DES;IRLANDAIS;R. des Irlandais;Rue des Irlandais;750564739;O;O;4658;"{""coordinates"": [[2.3466388561871057, 48.84478907180507], [2.3465938579154906, 48.84472530415859], [2.3465120989042267, 48.84465480633002], [2.3457473671622138, 48.84407754434273]], ""type"": ""LineString""}";2090;P;750001537;;48.844423407107875, 2.3462028623521443
750005062;75056;PAS;DE;VERDUN;Pas. de Verdun;Passage de Verdun;750569671;O;O;9702;"{""coordinates"": [[2.380949990199807, 48.888042256161405], [2.381018145944167, 48.888036897810025], [2.3813213230758636, 48.88790818877121], [2.3813773854236855, 48.88781187314867], [2.381430332961708, 48.88758168613419]], ""type"": ""LineString""}";2145;P;750001537;;48.88787448413342, 2.381253751328072
750005982;75056;RUE;;BRONGNIART;R. Brongniart;Rue Brongniart;750561317;O;O;1315;"{""coordinates"": [[2.342831458726558, 48.86974944152529], [2.342749463197499, 48.869732794167774], [2.342479420156045, 48.8696781329645], [2.3423787271097525, 48.86965774030353]], ""type"": ""LineString""}";2155;P;750001537;;48.86970357521219, 2.3426050961023512
750002432;75056;RUE;;CHODERLOS DE LACLOS;R. Choderlos de Laclos;Rue Choderlos de Laclos;750562014;O;O;2000;"{""coordinates"": [[2.3791296801934223, 48.83201510282965], [2.378263762691563, 48.83269199306842]], ""type"": ""LineString""}";2169;O;750001537;;48.83235354794904, 2.3786967214424926
750002839;75056;RUE;;RAOUL;R. Raoul;Rue Raoul;750568033;O;O;8045;"{""coordinates"": [[2.396300759030067, 48.83867558809042], [2.3963554890420853, 48.83867557649617], [2.3972167027706046, 48.8388530375114], [2.3974581826733323, 48.83888980588237]], ""type"": ""LineString""}";2187;P;750001537;;48.838782390897684, 2.396879118755558
750002255;75056;VOIE;;B/18;Voie B/18;Voie B/18;75056X138;O;O;Y720;"{""coordinates"": [[2.3377630936550275, 48.888021613091084], [2.3380196104042237, 48.887944826074424]], ""type"": ""LineString""}";2193;V;750001537;;48.88798321958275, 2.337891352029626
750006478;75056;RUE;;ALPHONSE PENAUD;R. Alphonse Penaud;Rue Alphonse Penaud;750560245;O;O;0249;"{""coordinates"": [[2.407832057734606, 48.86738911565983], [2.4072324094189312, 48.86805171084821], [2.4071745540499667, 48.868116410390094], [2.4062670490314284, 48.86864797973452], [2.405663542140886, 48.868995752692776], [2.4055202867500194, 48.86903921666538]], ""type"": ""LineString""}";2201;P;750001537;;48.8683071800263, 2.4067457431216432
750002019;75056;PAS;DES;ARTS;Pas. des Arts;Passage des Arts;750560491;O;O;0456;"{""coordinates"": [[2.3211565065797464, 48.83558710546574], [2.3211621102206546, 48.8355428432414], [2.3217235323820145, 48.8351923414854], [2.321827550012575, 48.83513054190391]], ""type"": ""LineString""}";2285;P;750001537;;48.835348091536346, 2.3214761850531276
750005035;75056;RUE;D';ASSAS;R. d'Assas;Rue d'Assas;750560499;O;O;0466;"{""coordinates"": [[2.3277231736272084, 48.850383475437674], [2.328052747939357, 48.849937374243865], [2.3287385926168995, 48.848983550460254], [2.3295579701578166, 48.847817978565516], [2.3295954456425716, 48.84777022567278], [2.330247931248475, 48.847093010108196], [2.3310417302939217, 48.846266540440254], [2.3313766391618835, 48.845919757113585], [2.331499326939927, 48.84579272435823], [2.332262520560427, 48.8450036232062], [2.332402076705647, 48.84485930791081], [2.332867004832079, 48.84438244223538], [2.3330221720250637, 48.84422117927468], [2.3341324130021386, 48.84306724823238], [2.3345902381642323, 48.84259139698449], [2.334846074321972, 48.842327651203625], [2.335180539352068, 48.841982841413575], [2.3361227310237824, 48.84101148054395], [2.336139008377956, 48.84099581399733]], ""type"": ""LineString""}";2290;P;750001537;;48.8455767769792, 2.331796023935494
750001359;75056;RUE;;HOUDART DE LAMOTTE;R. Houdart de Lamotte;Rue Houdart de Lamotte;750564674;O;O;4588;"{""coordinates"": [[2.2874976833509937, 48.84093825615226], [2.2875700971909043, 48.840862843553744], [2.287880370585354, 48.840528902114045], [2.2881872433705275, 48.840204230057246]], ""type"": ""LineString""}";2321;P;750001537;;48.84057104560673, 2.2878422481653446
750004635;75056;RUE;;LARRIBE;R. Larribe;Rue Larribe;750565364;O;O;5289;"{""coordinates"": [[2.3183903772796137, 48.880637224210695], [2.3173678571183522, 48.88040495465866]], ""type"": ""LineString""}";2358;P;750001537;;48.88052108943468, 2.317879117198983
750001050;75056;RUE;DE L';OUEST;R. de l'Ouest;Rue de l'Ouest;750566978;O;O;6894;"{""coordinates"": [[2.3223704111483654, 48.83752760766043], [2.3223038613376854, 48.83747166758942], [2.322231241626803, 48.83742571206088], [2.321980115561292, 48.837313810300145], [2.321376453400932, 48.83703829167548], [2.320746493231089, 48.836756199060964], [2.3201497702088045, 48.836487593624135], [2.319401453680262, 48.83615259448076], [2.319127477597206, 48.836024089032776], [2.319046219439886, 48.835995251302414], [2.318924745211176, 48.8359224840923], [2.318848760458595, 48.83588004178497], [2.317864200477805, 48.835330239323596], [2.3173356150179667, 48.83503446913003], [2.316852973769575, 48.83476370063637], [2.316142987744212, 48.83436619499587], [2.3159438934668475, 48.83425509022054], [2.314993992003488, 48.833723358726516], [2.314904940811753, 48.83368048820391], [2.313902807453904, 48.832961999264796], [2.3128713207682137, 48.8322215048545]], ""type"": ""LineString""}";2369;P;750001537;;48.835043651163225, 2.3175252161423456
750003976;75056;RUE;;BIGNON;R. Bignon;Rue Bignon;750560966;O;O;0976;"{""coordinates"": [[[2.3881530042573633, 48.84025779888409], [2.3881682547384724, 48.84027137629631], [2.3883389113717723, 48.84042316180484], [2.3883307621335295, 48.84048017559284], [2.388406328773904, 48.84053572875942]], [[2.388031159842506, 48.84039672047332], [2.3880481639291586, 48.84040367857967], [2.3882580575021994, 48.84048957986383], [2.388406328773904, 48.84053572875942], [2.388668132923752, 48.84076120567038], [2.38889059869881, 48.84086274697812], [2.389071427314443, 48.84102120259693], [2.3891519915742045, 48.841081781223956]], [[2.388668132923752, 48.84076120567038], [2.3887715415561583, 48.84087906467236], [2.3888620774855736, 48.841068743684595], [2.388877803570506, 48.841145215693075]]], ""type"": ""MultiLineString""}";2380;P;750001537;;48.840698868396764, 2.388587364678104
750001783;75056;SQ;;CHARLES DICKENS;Sq. Charles Dickens;Square Charles Dickens;750561824;O;O;1835;"{""coordinates"": [[2.2848280275462396, 48.85734849511739], [2.284645687953006, 48.85747178631128], [2.2848523983680997, 48.85762843974574], [2.284698170482465, 48.85772234612742]], ""type"": ""LineString""}";2385;V;750001537;;48.857537708005154, 2.2847521584047943
750007215;75056;PL;;CHARLES TILLON;Pl. Charles Tillon;Place Charles Tillon;750561873;O;O;1884;"{""coordinates"": [[2.3702841602597484, 48.89869098700962], [2.370473052797044, 48.899198456241656], [2.370976397017046, 48.8992121355398]], ""type"": ""LineString""}";2386;P;750001537;;48.899070276796934, 2.3705453802974925
750008382;75056;RUE;;MARIETTA ALBONIE;R. Marietta Alboni;Rue Marietta Alboni;750560136;O;O;0159;"{""coordinates"": [[[2.2866362868755785, 48.85664228500597], [2.2864725680609417, 48.85681163820113], [2.286267497500639, 48.856906277725145], [2.2859775355859697, 48.857195292105416], [2.2858651011828384, 48.8572920485223], [2.285802880192534, 48.857314062176904], [2.2855007156504272, 48.857620908690016], [2.2854987865933265, 48.85777847348201]], [[2.2864725680609417, 48.85681163820113], [2.286395519347526, 48.85699086135683], [2.2860312118621215, 48.85736316260829], [2.28602813318911, 48.85740680802321], [2.285725493847234, 48.85771255502538], [2.2854987865933265, 48.85777847348201], [2.284787716619245, 48.8584849691457]]], ""type"": ""MultiLineString""}";2413;P;750001537;;48.85747134016807, 2.2858065912196426
750004084;75056;RUE;;ALBINONI;R. Albinoni;Rue Albinoni;750560140;O;O;0161;"{""coordinates"": [[2.38861727426138, 48.84205946888597], [2.388670467605994, 48.842166377794136], [2.3888332984089593, 48.84249351536067], [2.3883126974691202, 48.843002751738965]], ""type"": ""LineString""}";2417;P;750001537;;48.84255963372567, 2.38863386066565
750003417;75056;SQ;;GRANGE;Sq. Grangé;Square Grangé;750564291;O;O;4252;"{""coordinates"": [[[2.3445681274583885, 48.835735915069066], [2.344608747114728, 48.835845887603604]], [[2.3451388888243736, 48.83576711957882], [2.344608747114728, 48.835845887603604], [2.3446727592787604, 48.83598403058749]]], ""type"": ""MultiLineString""}";2423;V;750001537;;48.83582473389031, 2.344788224343525
750005702;75056;RUE;;NOTRE-DAME DE NAZARETH;R. Notre-Dame de Nazareth;Rue Notre-Dame de Nazareth;750566834;O;O;6775;"{""coordinates"": [[2.362173455179571, 48.86684714683952], [2.3619603281508894, 48.866923210375816], [2.3585809934467057, 48.86740942677041], [2.3585380903860753, 48.86741739883828], [2.358454915342872, 48.86742779909859], [2.3562801035616734, 48.86774069450561], [2.3553422055061213, 48.86787958619735], [2.3549671139853134, 48.867922514426056], [2.3536203259681985, 48.868185195104445]], ""type"": ""LineString""}";2461;P;750001537;;48.86751176546121, 2.3578977033939914
750004713;75056;RUE;;HAUTEFEUILLE;R. Hautefeuille;Rue Hautefeuille;750564490;O;O;4440;"{""coordinates"": [[2.34325051911988, 48.852929883896564], [2.3432176539331517, 48.852830981301075], [2.34297314437522, 48.85249079784596], [2.3429101779524673, 48.85240789124521], [2.3426767120009764, 48.85212814142959], [2.3426145681884756, 48.85209136711612], [2.342571485985924, 48.852047367755986], [2.3421365651213124, 48.851748846342375], [2.3420327916536303, 48.851667567512195], [2.341901685390707, 48.851554624809786], [2.34152690025026, 48.851121186512096], [2.3413058653345646, 48.85088325018247]], ""type"": ""LineString""}";2466;P;750001537;;48.85188175060217, 2.3423140540248943
750001777;75056;AV;DE LA;CHAPELLE;Av. de la Chapelle;Avenue de la Chapelle;750561764;O;O;1767;"{""coordinates"": [[[2.2868122737955208, 48.88084770406906], [2.286751261739028, 48.880850110556054], [2.286223028396977, 48.880995200215516], [2.2863761227965798, 48.88110825129786], [2.2863651573378703, 48.8811661302611], [2.286398996973273, 48.88120128922296], [2.2864679923006657, 48.881269114799075], [2.2865534960224565, 48.88133530298765], [2.2866489293716428, 48.88128384498673], [2.286743149336552, 48.88123434922878]], [[2.2866489293716428, 48.88128384498673], [2.286869073856595, 48.88142473367831]]], ""type"": ""MultiLineString""}";2496;V;750001537;;48.88111616641055, 2.286533316020649
750004902;75056;RUE;;CHATEAUBRIAND;R. Chateaubriand;Rue Chateaubriand;750561914;O;O;1908;"{""coordinates"": [[2.3027608940593303, 48.87297311602398], [2.3022348142159896, 48.87334031886043], [2.302094212400516, 48.873424532005146], [2.301947642608984, 48.87343824670615], [2.3018147349920395, 48.873416274069484], [2.3016314177475166, 48.873354049407986], [2.301522327975111, 48.873326027923326], [2.3014859761131943, 48.87330601227687], [2.301499656978648, 48.87326590049232], [2.3014603734232577, 48.87330285007314], [2.301257601180686, 48.87337176134404], [2.3005679276650337, 48.87371965516485], [2.3002670785144668, 48.873878285595566], [2.2995953768248136, 48.87423211551429]], ""type"": ""LineString""}";2542;P;750001537;;48.87355409123126, 2.301191699620674
750007300;75056;BD;DU;GENERAL JEAN SIMON;Bd. du Général Jean Simon;Boulevard du Général Jean Simon;750564034;O;O;4160;"{""coordinates"": [[[2.37998293874015, 48.82516075347235], [2.3792882796560137, 48.82501307014759], [2.377482173776812, 48.824422119364314], [2.3767415108472654, 48.824190908440954]], [[2.37998293874015, 48.82516075347235], [2.3768554276588034, 48.82409923522188]], [[2.37998293874015, 48.82516075347235], [2.3791538396808707, 48.82473401592978], [2.3785007393117037, 48.824527472762824], [2.3773393326985914, 48.8241426144491], [2.376968663798267, 48.82400863759276]], [[2.3857860898437693, 48.82735657804594], [2.384877648185118, 48.8269157405067], [2.384096546687404, 48.82653668205097], [2.382926467421538, 48.82610743242506], [2.3819455519574695, 48.8257941607343], [2.381382957035058, 48.82561259128607], [2.37998293874015, 48.82516075347235]]], ""type"": ""MultiLineString""}";2547;P;750001537;;48.82522007824437, 2.380154357961752
750004755;75056;RUE;DU;GENERAL FOY;R. du Général Foy;Rue du Général Foy;750564041;O;O;4025;"{""coordinates"": [[2.319044636856905, 48.876706233730154], [2.3181664532182222, 48.87786265765505], [2.3181128407481135, 48.8779522140532], [2.3172379389479087, 48.879316908058726], [2.3172090195069437, 48.87936778943583], [2.317180767972943, 48.87941868360681], [2.3164909673537477, 48.88048898563894]], ""type"": ""LineString""}";2553;P;750001537;;48.87857525022272, 2.3177357513476524
750005934;75056;RUE;;BERNARD DE CLAIRVAUX;R. Bernard de Clairvaux;Rue Bernard de Clairvaux;750560895;O;O;0900;"{""coordinates"": [[2.3520623050742855, 48.862403413295354], [2.3524550145707477, 48.86234048009984], [2.3529929839295507, 48.86222726613556]], ""type"": ""LineString""}";2562;O;750001537;;48.8623208437022, 2.352528664046902
750004985;75056;CITE;;BERRYER;Cité Berryer;Cité Berryer;750560906;O;O;0911;"{""coordinates"": [[2.3236787295138224, 48.868987868181335], [2.3221731655095197, 48.86939178154018]], ""type"": ""LineString""}";2571;V;750001537;;48.86918982486076, 2.322925947511671
750006087;75056;RUE;DE L';ABBE MIGNE;R. de l'Abbé Migne;Rue de l'Abbé Migne;750560013;O;O;0011;"{""coordinates"": [[2.358286007059133, 48.85905012244536], [2.3582322640033144, 48.85899813068468], [2.3581293290874927, 48.85889758901888]], ""type"": ""LineString""}";2579;P;750001537;;48.858973940415886, 2.3582075857546863
750004136;75056;PL;DES;ABBESSES;Pl. des Abbesses;Place des Abbesses;750560019;O;O;0018;"{""coordinates"": [[[2.3387380533403324, 48.88408607213394], [2.3387328129956657, 48.88430867232732]], [[2.338839425308856, 48.88460928650538], [2.3382300612687312, 48.88453601506334], [2.3380342507829015, 48.88453187489135]]], ""type"": ""MultiLineString""}";2585;P;750001537;;48.884484358997405, 2.3385016487891166
750006452;75056;RUE;DU;CHEVALIER DE LA BARRE;R. du Chevalier de la Barre;Rue du Chevalier de la Barre;750561992;O;O;1985;"{""coordinates"": [[2.347332619737676, 48.887454557470384], [2.3462808186733306, 48.88741462720503], [2.3456100144930754, 48.88738599764385], [2.3454371187443606, 48.887407778581604], [2.3452657262240133, 48.88756812674793], [2.3451873238694043, 48.88761156715859], [2.3451012798194717, 48.887635855031654], [2.3446427969810837, 48.88755827968669], [2.3445387533388424, 48.88753257399437], [2.3435610865391383, 48.8871853389134], [2.3434239083886177, 48.88717778785438], [2.3432781421244573, 48.88726404330795], [2.343100050197836, 48.88729553208844], [2.342966275674742, 48.88729273863379], [2.3428110842639107, 48.88726774900178], [2.3427122092253554, 48.88722162837067], [2.342645801542287, 48.88717360846142], [2.342571614653384, 48.88710446556949], [2.3424676943572407, 48.88703458377747], [2.342373051131876, 48.88699574366332], [2.3419196451331774, 48.88707724971103], [2.3414892773348037, 48.88713022818159], [2.341410863595818, 48.887156039272895]], ""type"": ""LineString""}";2591;P;750001537;;48.88733310246728, 2.3443476367089127
750005407;75056;AV;;AMBROISE RENDU;Av. Ambroise Rendu;Avenue Ambroise Rendu;750560264;O;O;0268;"{""coordinates"": [[2.3957575615513815, 48.88343341026481], [2.3955350134806217, 48.88399413131065], [2.3957194930086243, 48.884334404768985], [2.3959065674221915, 48.884666318208154], [2.3958397912142178, 48.88516096030767], [2.395489051017712, 48.88549135523746], [2.3951671711353724, 48.88578926739845], [2.395268469381099, 48.88635262054454]], ""type"": ""LineString""}";2594;P;750001537;;48.884916180698006, 2.3955848448828285
750006948;75056;PAS;DU;CHAMP A LOUP;Pas. du Champ à Loup;Passage du Champ à Loup;750561711;O;O;1712;"{""coordinates"": [[2.3315590903713077, 48.89707197411421], [2.33157132451532, 48.896956245935215], [2.331213355237638, 48.89643624781973], [2.331203353436226, 48.896294270159984], [2.33101394741521, 48.8960451885391], [2.3308847844618956, 48.89597583974797]], ""type"": ""LineString""}";2597;V;750001537;;48.89649217117241, 2.3312739412284436
750006914;75056;RUE;;HELENE JAKUBOWICZ;R. Helene Jakubowicz;Rue Helene Jakubowicz;750564524;O;O;4470;"{""coordinates"": [[2.399215206635428, 48.86852106763824], [2.398425925006505, 48.86920527597037], [2.3982265380014316, 48.869436338526484], [2.397355464150779, 48.870100153868954], [2.397304642001222, 48.87017784343676], [2.397330849887251, 48.87023155783955]], ""type"": ""LineString""}";2613;P;750001537;;48.86937500618639, 2.3982405476094772
750006195;75056;RUE;;MARIETTA MARTIN;R. Marietta Martin;Rue Marietta Martin;750566085;O;O;6006;"{""coordinates"": [[2.274021357865699, 48.85680403539695], [2.2733270861923116, 48.85620005671054], [2.273235928975816, 48.856185706923675]], ""type"": ""LineString""}";2628;P;750001537;;48.85647386864047, 2.273638429799814
750005745;75056;GAL;D';ORLEANS;Gal. d'Orléans;Galerie d'Orléans;750566934;O;O;6858;"{""coordinates"": [[2.3368397049340732, 48.86411700496969], [2.3368748959092405, 48.863995320514945], [2.3375831474311894, 48.86383681173704], [2.3376411250924356, 48.863735713296876]], ""type"": ""LineString""}";2640;V;750001537;;48.863918768373985, 2.337226506795584
750001274;75056;RUE;;LACAZE;R. Lacaze;Rue Lacaze;750565218;O;O;5136;"{""coordinates"": [[2.3312703480635433, 48.82475037828615], [2.331181065421318, 48.824759691199986], [2.3294761478017256, 48.825185586980545], [2.3294021283719544, 48.82521964511076]], ""type"": ""LineString""}";2653;P;750001537;;48.82497222665798, 2.3303327843460737
750003919;75056;RUE;;BOURGON;R. Bourgon;Rue Bourgon;750561207;O;O;1214;"{""coordinates"": [[2.3582890994867314, 48.82300583989364], [2.3570296014828997, 48.822975582642485], [2.3565877984879995, 48.82296298038884], [2.3554071464235586, 48.82293422748754]], ""type"": ""LineString""}";2704;V;750001537;;48.82297017585911, 2.356848119459636
750003766;75056;RUE;DU;CLOS;R. du Clos;Rue du Clos;750562135;O;O;2137;"{""coordinates"": [[2.4057727963525326, 48.856252671315744], [2.406879717051203, 48.85715882228988], [2.406958265515233, 48.85720771331328], [2.4074931159574584, 48.857653065630444], [2.407584006400766, 48.85771342102262], [2.407699452091237, 48.85786896766654], [2.4086244768770344, 48.85852104393095], [2.4087239364102766, 48.85855678071619], [2.4087948454430417, 48.85857417363623], [2.4094167983553696, 48.85871725466351], [2.4094379672727495, 48.85872190082353], [2.4096909503677155, 48.85863403300352]], ""type"": ""LineString""}";2708;P;750001537;;48.85769111723373, 2.407645513308509
750004796;75056;RUE;DES;FEUILLANTINES;R. des Feuillantines;Rue des Feuillantines;750563630;O;O;3643;"{""coordinates"": [[2.343426221815614, 48.841282917342056], [2.3432824245729975, 48.84132798659843], [2.341303737184518, 48.84211092246832], [2.3408056500669647, 48.84229880800291], [2.340723913380005, 48.84231147929114]], ""type"": ""LineString""}";2759;P;750001537;;48.84180393518658, 2.3420768404811394
750005329;75056;QU;DE LA;CHARENTE;Qu. de la Charente;Quai de la Charente;750561792;O;O;1797;"{""coordinates"": [[[2.387138751606956, 48.89244900817799], [2.3864495950737714, 48.89264654884168], [2.385575283788755, 48.89400473090368], [2.3850564889985693, 48.894855133387374], [2.384684131733379, 48.895257157892544], [2.3842799030779007, 48.89590400001186], [2.384239639361681, 48.895980090975456], [2.3840940813443954, 48.89611122716817]], [[2.383873930070919, 48.895939017830536], [2.3840760115275375, 48.895935758599826], [2.3842799030779007, 48.89590400001186]], [[2.3841325791700596, 48.89638045551288], [2.38396343384587, 48.89645765514981], [2.3832186975546064, 48.89766494785119], [2.3830283746013063, 48.897989834206356], [2.382603953435375, 48.898684165938135], [2.3825333886160487, 48.898934027262335]]], ""type"": ""MultiLineString""}";2774;P;750001537;;48.89548490212329, 2.38462736129797
750004977;75056;RUE;;BERGERE;R. Bergère;Rue Bergère;750560888;O;O;0885;"{""coordinates"": [[2.3479004773561623, 48.87200665604371], [2.3467176149822557, 48.872171242470785], [2.3461049966114738, 48.87225826300486], [2.3454259777067934, 48.87235858726992], [2.344939435566489, 48.872430561785485], [2.343144336157468, 48.872683106765926]], ""type"": ""LineString""}";2803;P;750001537;;48.872344355291936, 2.345522333318314
750003841;75056;RUE;DE;CHAMBERTIN;R. de Chambertin;Rue de Chambertin;750561697;O;O;1698;"{""coordinates"": [[2.3796032597044436, 48.839840464870846], [2.38062946237352, 48.840244937499435]], ""type"": ""LineString""}";2810;P;750001537;;48.84004270118514, 2.380116361038982
750003990;75056;RUE;;AUGUSTE PERRET;R. Auguste Perret;Rue Auguste Perret;750560563;O;O;0537;"{""coordinates"": [[2.360724931688314, 48.82514930275567], [2.360568284542926, 48.82511748176719], [2.35923151907135, 48.82478225218504], [2.35917315337759, 48.824747880057764], [2.358056733625386, 48.82449263007886], [2.3578399723089203, 48.82445266718226]], ""type"": ""LineString""}";2819;P;750001537;;48.82479308874831, 2.3592841579600714
750001952;75056;RUE;;AUGUSTE MIE;R. Auguste Mie;Rue Auguste Mie;750560564;O;O;0536;"{""coordinates"": [[2.324000593736774, 48.83723663112113], [2.3235144489610247, 48.8369765100958], [2.323209431000982, 48.83680853614628]], ""type"": ""LineString""}";2820;P;750001537;;48.83702371599398, 2.323604397655976
750005358;75056;RUE;;ALEXANDER FLEMING;R. Alexander Fleming;Rue Alexander Fleming;750560145;O;O;0172;"{""coordinates"": [[2.407214087137681, 48.880475584428915], [2.4067710904630197, 48.880564779726406], [2.4064764115884114, 48.880640319548164], [2.4041254482787235, 48.88129993475751], [2.4036982668700015, 48.88144539629754], [2.4025569652750214, 48.88196272750664], [2.4024973846816917, 48.881989347000044]], ""type"": ""LineString""}";2825;P;750001537;;48.8811416093455, 2.404824964723932
750003992;75056;PRT;D';AUSTERLITZ;Port d'Austerlitz;Port d'Austerlitz;750560586;O;O;0559;"{""coordinates"": [[[2.3732709685295537, 48.83794576443993], [2.373336110118387, 48.83827412182214], [2.3732365262510573, 48.83844768096085], [2.3721584438592553, 48.839435122546895]], [[2.3679087137148396, 48.842473469892084], [2.3674378763914934, 48.842798312597175], [2.367270243325671, 48.84288891806831], [2.3670568965761, 48.84300971581273], [2.3668854828002908, 48.84314560152987], [2.366797922951068, 48.843311636737965], [2.3665512142556713, 48.84349546401348]]], ""type"": ""MultiLineString""}";2847;P;750001537;;48.84069670820033, 2.3702414982559703
