L_LONGMIN;Geometry;display;catégorie;;;
Rue de Lesdiguières;"{""coordinates"": [[2.36648807800638, 48.85183488580042], [2.3667293543979953, 48.85243661636279], [2.3671155173038314, 48.853439099550705]], ""type"": ""LineString""}";true;personne;;;
Rue de Pont à Mousson;"{""coordinates"": [[[2.343968628546876, 48.85989095926365], [2.3440421945878875, 48.860019474827176], [2.344254884605375, 48.86028555272681], [2.3443516792865884, 48.8603078203453]], [[2.3242004537084977, 48.897522513897144], [2.3240912952151933, 48.89769983740543], [2.32400429880142, 48.89812105558866], [2.323852127047208, 48.89877860651654], [2.3238292361645967, 48.89887750134042]]], ""type"": ""MultiLineString""}";true;bataille;;;
Rue du Pont de Lodi;"{""coordinates"": [[2.3409250247935027, 48.85464987449241], [2.339879142994064, 48.855371128647626]], ""type"": ""LineString""}";true;bataille;;;
Rue Emeriau;"{""coordinates"": [[[2.2861748988016966, 48.849633038939636], [2.2852510060328344, 48.848750526661775], [2.285187979004833, 48.84869294156682], [2.285094461050765, 48.84860306694162], [2.284484333866057, 48.84803471765743], [2.2842342863244722, 48.84779976484273], [2.284200688995153, 48.847739720089876]], [[2.2868478669630883, 48.85036714594591], [2.286834301541912, 48.85030383989393], [2.2868107532640423, 48.850270944739876], [2.286298559459187, 48.84979394425605], [2.286168033801575, 48.84969149256807], [2.2861748988016966, 48.849633038939636]], [[2.2871888497769373, 48.850773459286756], [2.287240021828986, 48.85077549990788], [2.2874077000955766, 48.85084121678426], [2.2875890449215217, 48.851001825543975], [2.287982958280469, 48.85135406707609], [2.288102227368419, 48.85140619328198], [2.288024569348936, 48.851316820301946], [2.287644018953634, 48.85095405497718], [2.2875873833253486, 48.85089210247026], [2.2875438305500464, 48.850870024612306], [2.287181795015096, 48.85052506733425], [2.28712873816571, 48.8504645748816], [2.2870151150984874, 48.85034663895214], [2.2862611980667937, 48.84965822332316], [2.2861748988016966, 48.849633038939636]], [[2.2888374096518573, 48.85208195648297], [2.2886716858842973, 48.85192854763918], [2.288102227368419, 48.85140619328198]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue des Arquebusiers;"{""coordinates"": [[2.367670227853418, 48.85924708436169], [2.3675511562133855, 48.859239233364214], [2.366871412758985, 48.85913626105569], [2.3668399417412993, 48.859149674698706], [2.3668229302029693, 48.859177824208984], [2.3665252000833363, 48.859977989770776], [2.3665115866371806, 48.8600113644255], [2.3664971562191903, 48.86004354761484], [2.366476738652676, 48.86007377450366], [2.3664511338017316, 48.86011136655873]], ""type"": ""LineString""}";true;troupes;;;
Passage Montbrun;"{""coordinates"": [[[2.3293300883893155, 48.8287550436514], [2.329220322656621, 48.828602523468525], [2.329111351418679, 48.828442299964685], [2.328907942640997, 48.82814324036042]], [[2.3298842868129346, 48.82957223786414], [2.329799072473976, 48.82946046269467], [2.329396547829514, 48.828860085675956]]], ""type"": ""MultiLineString""}";true;personne;;;
Avenue Niel;"{""coordinates"": [[2.294275527442034, 48.87863508743624], [2.294284789761196, 48.87880182549789], [2.294710963750083, 48.87964414819684], [2.2947936034737215, 48.8797904986501], [2.2951806009469986, 48.88054746578143], [2.2955465216824593, 48.88124849422801], [2.295866430459238, 48.88187793309637], [2.296385606802776, 48.88292863949445], [2.2965700812805796, 48.88328175919764], [2.2971895309535912, 48.884487905992806]], ""type"": ""LineString""}";true;personne;;;
Rue Jean et Marie Moinon;"{""coordinates"": [[[2.3703353326244603, 48.87377575265358], [2.3704528298809895, 48.8737463148625], [2.3714842065990096, 48.87419410870001], [2.371769340686859, 48.8739096798406]], [[2.3714842065990096, 48.87419410870001], [2.372510417678352, 48.8746534137553]]], ""type"": ""MultiLineString""}";true;résistant;;;
Rue du Général Blaise;"{""coordinates"": [[2.3790810665011035, 48.86095798038078], [2.3785780223200326, 48.861469938529915], [2.378067329436414, 48.8619789407546]], ""type"": ""LineString""}";true;personne;;;
Avenue Foch;"{""coordinates"": [[[2.2763634109024298, 48.87177698851096], [2.275810559267501, 48.87169881033249]], [[2.2763634109024298, 48.87177698851096], [2.2762847818239926, 48.87197459414639], [2.2760799606686057, 48.8722496796771]], [[2.2841930546685423, 48.872141005096005], [2.2825216561272943, 48.87195407908833], [2.280940493263077, 48.871780118692634], [2.279264631941927, 48.87160501854686], [2.2774450415001803, 48.8713977840038], [2.2761714177011245, 48.87125070818158], [2.2760428865877897, 48.87123085571269], [2.275741882457871, 48.87134328779509]], [[2.2841930546685423, 48.872141005096005], [2.284495664683861, 48.872329482418955], [2.284569733961981, 48.87268495053853]], [[2.2846897523972327, 48.87221227962047], [2.2841930546685423, 48.872141005096005]], [[2.2846897523972327, 48.87221227962047], [2.284573383085152, 48.87267040296369], [2.284569733961981, 48.87268495053853]], [[2.2760799606686057, 48.8722496796771], [2.2759686593458204, 48.87244269862302]], [[2.284569733961981, 48.87268495053853], [2.2843758028655023, 48.87264969712054], [2.283767505055983, 48.87259665785805], [2.2828115614816964, 48.87249143953446], [2.2763634109024298, 48.87177698851096]], [[2.284569733961981, 48.87268495053853], [2.284419712214651, 48.8729139982312], [2.2842688991211437, 48.873029885445035], [2.2839351986695884, 48.873086535928216], [2.283697846717643, 48.87309463988387]], [[2.284569733961981, 48.87268495053853], [2.28444852819227, 48.87316648158479]], [[2.284569733961981, 48.87268495053853], [2.284588270755377, 48.87295430712744], [2.2846455460163515, 48.873077391963434], [2.2847997367710717, 48.873160288576216], [2.285016676071809, 48.87322888250053]], [[2.283697846717643, 48.87309463988387], [2.28347958245109, 48.873063061632266], [2.2804903757534185, 48.87272938908334], [2.280277408335262, 48.872718269923105], [2.278639125680875, 48.872537865300764], [2.2772018861033705, 48.87237967002887], [2.276307438292446, 48.8722818937835], [2.2760799606686057, 48.8722496796771]], [[2.28444852819227, 48.87316648158479], [2.283908950682024, 48.8731046086195], [2.283697846717643, 48.87309463988387]], [[2.285016676071809, 48.87322888250053], [2.284801984174051, 48.87320711287615], [2.28444852819227, 48.87316648158479]], [[2.2924165523422304, 48.87354269266747], [2.2920591446505494, 48.87349530648159], [2.284725077809883, 48.872690735368465], [2.284569733961981, 48.87268495053853]], [[2.2924165523422304, 48.87354269266747], [2.292151742184411, 48.87332801862395], [2.2913936992766364, 48.87293052038658], [2.2872293648605124, 48.872468903260064], [2.285562150598579, 48.872285516277906], [2.2846897523972327, 48.87221227962047]], [[2.2924165523422304, 48.87354269266747], [2.2923228455530746, 48.873622072336595], [2.291159409139964, 48.87391296100261], [2.290216222566505, 48.873809253707265], [2.2879628164950647, 48.87356344443787], [2.286082503414321, 48.873353633668614], [2.285016676071809, 48.87322888250053]], [[2.2939671418020207, 48.87371468352244], [2.292777790114727, 48.87358518100205], [2.2924664963963686, 48.873542448280666], [2.2924165523422304, 48.87354269266747]]], ""type"": ""MultiLineString""}";true;personne;;;
Avenue du Général Tripier;"{""coordinates"": [[2.2975582261890373, 48.85477534844506], [2.2967236319513664, 48.8546451115339], [2.295900882576335, 48.85452818601003], [2.2957457137191435, 48.8544659905628]], ""type"": ""LineString""}";true;personne;;;
Rue Maurice Bourdet;"{""coordinates"": [[2.279054672255576, 48.85091351681903], [2.278451057448771, 48.85128501142915], [2.278421868370963, 48.85130060122759]], ""type"": ""LineString""}";true;résistant;journaliste;;
Rue du Sergent Bauchat;"{""coordinates"": [[2.3902214664204444, 48.844254824841784], [2.3903703735966797, 48.84425349723397], [2.393416378714374, 48.845726118367054], [2.394375852988003, 48.84618713262801], [2.3944134016718888, 48.84624628446282], [2.3944381355306237, 48.846317674604464]], ""type"": ""LineString""}";true;personne;;;
Carrefour du Général Jacques Paris de Bollardiere;"{""coordinates"": [[2.300883958823091, 48.85117610167033], [2.3009353792355682, 48.851098742328396], [2.3010375884423215, 48.851098772862194]], ""type"": ""LineString""}";true;personne;;;
Rue Augereau;"{""coordinates"": [[2.301436337714626, 48.858121550828066], [2.302038197597148, 48.85730078579888], [2.3025848122300814, 48.85654519537716], [2.302711132220131, 48.856368785366506], [2.3027603512267305, 48.856331856807735]], ""type"": ""LineString""}";true;personne;;;
Rue de l'Isly;"{""coordinates"": [[2.326768642627414, 48.87483640913284], [2.324889740516619, 48.87478045566624]], ""type"": ""LineString""}";true;bataille;;;
Villa Bosquet;"{""coordinates"": [[2.3035100584353483, 48.861156590215295], [2.303880099832737, 48.86045383083044]], ""type"": ""LineString""}";true;personne;;;
Place Henri Frenay;"{""coordinates"": [[[2.3775503665440265, 48.84448185047476], [2.3773361367529726, 48.84459704969525], [2.37701301973699, 48.84489573525061], [2.376435387923757, 48.845238762957045], [2.376171086723306, 48.84526539107677]], [[2.3759759025690377, 48.84512548525288], [2.376171086723306, 48.84526539107677], [2.376095901228244, 48.84559737474009], [2.3759517284898726, 48.84583224553384], [2.3758461316906767, 48.84586227283268]]], ""type"": ""MultiLineString""}";true;résistant;politique;;
Passage Guilhem;"{""coordinates"": [[2.379579320759061, 48.86188098992403], [2.3798068864960618, 48.86197586315098], [2.3801619293030996, 48.862126714906076]], ""type"": ""LineString""}";true;personne;;;
Rue du Champ de Mars;"{""coordinates"": [[2.3070998701438614, 48.856729459796064], [2.3065053393124377, 48.85659548323125], [2.305883724871516, 48.85645575258547], [2.305359113637598, 48.85633645759091], [2.3047501500174485, 48.85619799057047], [2.303016240040694, 48.8558052185081]], ""type"": ""LineString""}";true;batiment;;;
Place du Bataillon du Pacifique;"{""coordinates"": [[[2.379216565664866, 48.84025736358841], [2.3793797714144045, 48.84007382324719], [2.3796032597044436, 48.839840464870846]], [[2.379216565664866, 48.84025736358841], [2.3793612338716446, 48.84036051559695], [2.379410945057674, 48.84037365236343], [2.3795262541796376, 48.840373611969916], [2.3797959456594806, 48.84042190325136], [2.3799067694511162, 48.84040262886954], [2.380445750741981, 48.84029127459705], [2.38062946237352, 48.840244937499435]], [[2.379197520163314, 48.84052599405227], [2.3790009786225035, 48.840425351611145], [2.379216565664866, 48.84025736358841]], [[2.379197520163314, 48.84052599405227], [2.379331049978434, 48.840444413341146], [2.3793612338716446, 48.84036051559695]], [[2.379197520163314, 48.84052599405227], [2.3797959456594806, 48.84042190325136]]], ""type"": ""MultiLineString""}";true;troupes;;;
Rue du Commandant Guilbaud;"{""coordinates"": [[[2.251863246648407, 48.8386553863844], [2.251779259697873, 48.83877334482476], [2.2517561991019055, 48.83884124733816], [2.2517137338580726, 48.83925289565924], [2.251616945906995, 48.83920994756642]], [[2.2517137338580726, 48.83925289565924], [2.25140520279939, 48.842099382185886], [2.2513106622925445, 48.842085542768885]], [[2.25140520279939, 48.842099382185886], [2.2514183420543157, 48.84219585920526]]], ""type"": ""MultiLineString""}";true;personne;;;
Avenue du Colonel Henri Rol-Tanguy;"{""coordinates"": [[2.3323543044595296, 48.83420667975433], [2.3319110329531525, 48.83368828022561]], ""type"": ""LineString""}";true;personne;;;
Rue d'Andigné;"{""coordinates"": [[2.272618317810365, 48.85829047335382], [2.2724954704491034, 48.8584428422049], [2.272088673929486, 48.85882903472454], [2.2715496665293995, 48.859344360130045], [2.27093462349999, 48.85993142006683]], ""type"": ""LineString""}";true;personne;politique;;
Rue Championnet;"{""coordinates"": [[[2.3529067448076217, 48.89511390204858], [2.3516116457259653, 48.89524952010185], [2.3495700985431616, 48.89547090533867], [2.3483341804301703, 48.895601890136014], [2.3475661863814907, 48.895685149395554], [2.3470816022710257, 48.89573938136616], [2.3464809623253187, 48.89580412967339]], [[2.3458136185235374, 48.89583017261013], [2.343404557736424, 48.89580057592585], [2.343121555322643, 48.89579906891959], [2.3414874579357634, 48.89577155054033], [2.3413606234612785, 48.89577694143574], [2.339542135231361, 48.89575254609337], [2.3388824142110227, 48.89560553621052], [2.3385968108474144, 48.895541510352885], [2.3375610787396464, 48.89531004704053], [2.3355023763845097, 48.89484747882049], [2.33462295517625, 48.894662605549506], [2.3329084169095884, 48.89426950601433], [2.3326170919870624, 48.89418904821013], [2.3316839893914176, 48.89397695520556], [2.3301076908535343, 48.89361951620781], [2.3294139421389684, 48.89346273039478], [2.3277807717206582, 48.89311066163415], [2.32744342265777, 48.89305504183146]]], ""type"": ""MultiLineString""}";true;personne;;;
Place Joffre;"{""coordinates"": [[[2.3025532648941627, 48.85230712090014], [2.302205807233204, 48.852070380197205], [2.3014987870637746, 48.85159173451328], [2.3009658091868386, 48.85123090127623], [2.3009646612739596, 48.851230121119656], [2.300883958823091, 48.85117610167033]], [[2.30374587880467, 48.85311965854572], [2.3025532648941627, 48.85230712090014]], [[2.30374587880467, 48.85311965854572], [2.3035963129145274, 48.85321807733271], [2.3032644060492533, 48.853009013803934], [2.3027362409749403, 48.85264502436858], [2.302412952324992, 48.85241065560998], [2.3025532648941627, 48.85230712090014]], [[2.3055011012255475, 48.85432740836372], [2.3047951296317564, 48.85384121697513], [2.303891644089703, 48.853218977432725], [2.30374587880467, 48.85311965854572]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue du Général Clergerie;"{""coordinates"": [[2.282873820109052, 48.869274580689115], [2.2828913156412347, 48.86931879851525], [2.2834135080713, 48.870018155716224], [2.283454888824203, 48.870081231831584]], ""type"": ""LineString""}";true;personne;;;
Place du Général Cochet;"{""coordinates"": [[2.3942275535740167, 48.88631397585779], [2.3943382416466643, 48.886348296405544], [2.3943695469154465, 48.88647656332931], [2.3941599536527214, 48.886528572047645], [2.3940699065146718, 48.88661659178103], [2.393995533918964, 48.88653889159671], [2.3939034174700993, 48.88644263843801], [2.3939272007266106, 48.88632428199603], [2.3942275535740167, 48.88631397585779]], ""type"": ""LineString""}";true;personne;;;
Place du Général Monclar;"{""coordinates"": [[2.3092081536549496, 48.83356492546793], [2.309422791941958, 48.83378481169284], [2.309291130649264, 48.83382834559732], [2.3092152623296434, 48.833769708973584], [2.309102869233555, 48.8337655972085], [2.309056945183221, 48.8336782005907], [2.309075623959948, 48.833603084863995], [2.3092081536549496, 48.83356492546793]], ""type"": ""LineString""}";true;personne;;;
Rue du Général Niox;"{""coordinates"": [[[2.2637886124300017, 48.836363112165785], [2.2637495810772563, 48.83646811693551], [2.2636639538948673, 48.83654521500669], [2.2635731737894385, 48.836618647808045], [2.2629033322516094, 48.836704864226256], [2.2618082119431184, 48.83688211408996], [2.2615619816209658, 48.83692143490384]], [[2.264122418958809, 48.83669114515882], [2.2638205842007424, 48.83664314985439], [2.2635731737894385, 48.836618647808045]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue Corbineau;"{""coordinates"": [[2.381220059156956, 48.83859855436302], [2.3818500027007565, 48.83886983049244], [2.38232535869593, 48.83995118800809]], ""type"": ""LineString""}";true;personne;;;
Place André Zirnheld;"{""coordinates"": [[2.3140185488067493, 48.88612619970012], [2.313868668693873, 48.88627276819193]], ""type"": ""LineString""}";true;personne;;;
Allée Arnaud Beltrame;"{""coordinates"": [[[2.367345621567147, 48.85716558938888], [2.3665369896696378, 48.85730437095476], [2.3665472449344036, 48.85732966997634], [2.36639357828021, 48.857354973528906], [2.366384797037771, 48.85735641095908], [2.3662159848014204, 48.85738420622645]], [[2.366465577771177, 48.85756836558305], [2.366384797037771, 48.85735641095908]], [[2.366465577771177, 48.85756836558305], [2.3662966977321847, 48.85759607966197]], [[2.367356303490134, 48.857488035563435], [2.3664860472225726, 48.85762570852487], [2.366465591071727, 48.857568392633915]]], ""type"": ""MultiLineString""}";true;personne;;;
Avenue de Saxe;"{""coordinates"": [[[2.3118609033538235, 48.84697983249707], [2.311894799466981, 48.84697833665474], [2.311960744582834, 48.84691604831944], [2.312162761278466, 48.84678398731943], [2.3135375173971093, 48.84588792441235]], [[2.3120713303386946, 48.847159368295465], [2.3139130062387214, 48.845989727827074]], [[2.3078169609899377, 48.84955252208777], [2.3089475458042164, 48.848821599243195], [2.310329327269935, 48.84794046326014], [2.3108490390244296, 48.847599299049804], [2.3111488924163774, 48.84742886093561]], [[2.3080374542130255, 48.849770111829976], [2.3093127954743817, 48.84893499535372], [2.3111365636044594, 48.84776775064602], [2.3112824214523324, 48.84767439116963], [2.3114161280913534, 48.84758377657953]], [[2.3068081266939826, 48.850359901538035], [2.3079276777305138, 48.84966181438432]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue Vernier;"{""coordinates"": [[2.2907821253092138, 48.88291583008268], [2.2908073873143113, 48.88317761445468], [2.2908756333797236, 48.88398402988816], [2.290964268845003, 48.885010758393555], [2.290848651923306, 48.88505409605818]], ""type"": ""LineString""}";true;personne;ingénieur;;
Avenue René Fonck;"{""coordinates"": [[[2.4092087031798743, 48.87839102720736], [2.409151843634635, 48.87855945158707], [2.4088449256224935, 48.87901304138282], [2.4085132490888825, 48.879469493677036]], [[2.4092087031798743, 48.87839102720736], [2.409228404653378, 48.87831779319579], [2.4092790688533294, 48.878238731429114], [2.409384124321975, 48.87814988349757], [2.409367422974938, 48.878256767230965], [2.4093045933806825, 48.87833851195885], [2.4092087031798743, 48.87839102720736]], [[2.4085132490888825, 48.879469493677036], [2.4084380810257118, 48.879487243720725], [2.408243461150479, 48.87964482432472]], [[2.4085132490888825, 48.879469493677036], [2.4084972411182815, 48.879540344546136], [2.4083862569431034, 48.8797462097678]], [[2.408243461150479, 48.87964482432472], [2.4083416792091326, 48.87966974449506], [2.4083862569431034, 48.8797462097678]], [[2.408243461150479, 48.87964482432472], [2.408212863325819, 48.879730046226484], [2.408259337629266, 48.88030920878167], [2.4083079576314357, 48.88038636851195], [2.408356020200856, 48.88030736635555], [2.4083338954688664, 48.87986280059345], [2.4083862569431034, 48.8797462097678]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue Sibuet;"{""coordinates"": [[2.402335633529909, 48.841086634158515], [2.4023108303440224, 48.84116670609218], [2.4023146733328873, 48.84167636501599], [2.4022798598281128, 48.841783358653764], [2.4022780500937566, 48.84195185343307], [2.402292620070686, 48.84285443212275], [2.4023259578681952, 48.84335739352699], [2.402341694457431, 48.84372465271665], [2.4023722895161437, 48.84430052883747], [2.4022065086291597, 48.84437713516228]], ""type"": ""LineString""}";true;personne;;;
Place de l'Escadrille Normandie-Niemen;"{""coordinates"": [[2.370992080116385, 48.83145646173632], [2.371400659586556, 48.83147281987812], [2.3713861341701046, 48.83169002223067], [2.3709597671924487, 48.83167433496438], [2.370992080116385, 48.83145646173632]], ""type"": ""LineString""}";true;troupes;;;
Place d'Estienne d'Orves;"{""coordinates"": [[[2.332414167302243, 48.87635713198846], [2.33234767811023, 48.87652681679673]], [[2.3317138155995867, 48.87643587333944], [2.3318535728651972, 48.87626556358328]], [[2.3317138155995867, 48.87643587333944], [2.33234767811023, 48.87652681679673]], [[2.3317138155995867, 48.87643587333944], [2.331238624995124, 48.87629994684656], [2.331095814739901, 48.876190796797225], [2.3309861801586744, 48.87646251241729], [2.3317138155995867, 48.87643587333944]], [[2.3309861801586744, 48.87646251241729], [2.330937483557171, 48.8765554475465], [2.3309178907335566, 48.87665308697058], [2.3308999627997093, 48.876788813608854], [2.330991183087817, 48.87686381549682], [2.331113874327852, 48.87691319118918], [2.331239155339553, 48.87694034961887]], [[2.33234767811023, 48.87652681679673], [2.332293255115119, 48.87666565864302], [2.3323503194682567, 48.87684300234755], [2.332297399822831, 48.87696665375545], [2.332201159857813, 48.87704372066988], [2.332099700053355, 48.87707168159226], [2.3319471350965384, 48.87707536294855], [2.3318278479623906, 48.877054947772315]]], ""type"": ""MultiLineString""}";true;personne;résistant;;
Place de l'Estrapade;"{""coordinates"": [[2.345097490902135, 48.84521358741614], [2.34507568384122, 48.84516843702974], [2.344949960046106, 48.8450736125738], [2.344892565380168, 48.84504764851766]], ""type"": ""LineString""}";true;pratique;;;
Passage du Souvenir;"{""coordinates"": [[2.29638156236057, 48.87355640603666], [2.2961054747717444, 48.873642342871456], [2.2953719410178923, 48.87395312089322], [2.295284753011958, 48.8739822679515]], ""type"": ""LineString""}";true;victime;;;
Avenue du Général Leclerc;"{""coordinates"": [[[2.3257192577515378, 48.82396100324336], [2.3254724785141763, 48.823333310075256], [2.3255431576291734, 48.82325422148489], [2.3256291370726907, 48.82329588003124], [2.3257192577515378, 48.82396100324336]], [[2.326646358735715, 48.82742869949313], [2.326510195062411, 48.8269068245341], [2.326265188885535, 48.82615276415314], [2.325997350081169, 48.82500756903831], [2.3259293710213673, 48.824804996441244], [2.325902955047184, 48.824698963610416], [2.3258349230432898, 48.82443312824286], [2.3257192577515378, 48.82396100324336]], [[2.326646358735715, 48.82742869949313], [2.326595817478986, 48.82751237176304], [2.326648067542283, 48.8277646623891]], [[2.3268758963695104, 48.82774852400905], [2.3267450973218726, 48.82749767100846], [2.326646358735715, 48.82742869949313]], [[2.327675171237141, 48.82877929838692], [2.3270057092510172, 48.82815500836649], [2.327020888410717, 48.82806497625623], [2.327195425696972, 48.82815997011866], [2.327675171237141, 48.82877929838692]], [[2.3319110329531525, 48.83368828022561], [2.331531900252585, 48.83324487613263], [2.3306551912040705, 48.83221993177496], [2.33031035160348, 48.83181920141544], [2.3298448546774213, 48.83127798624168], [2.3294243031144504, 48.830800714628694], [2.328823442179772, 48.83009673147297], [2.328408095176245, 48.829614511340885], [2.3280258343113673, 48.829181662272966], [2.327675171237141, 48.82877929838692]]], ""type"": ""MultiLineString""}";true;personne;;;
Avenue de la Porte Brunet;"{""coordinates"": [[[2.394975095656601, 48.88326815569437], [2.39519675717997, 48.883333514457654], [2.3957575615513815, 48.88343341026481], [2.3967513169039285, 48.883610138631724], [2.396847774567058, 48.88358825838058], [2.3969965906463475, 48.88361037594815], [2.3970754530287297, 48.88366778133001]], [[2.3967513169039285, 48.883610138631724], [2.3968319082853125, 48.88366070002955], [2.3969417651225537, 48.883680498978556], [2.3970754530287297, 48.88366778133001], [2.3984734136410575, 48.88391765773187], [2.398721861453579, 48.88383326300527], [2.399155960520757, 48.88391728982843], [2.3993663613444602, 48.883960613781056], [2.399676503649807, 48.88400947372905]]], ""type"": ""MultiLineString""}";true;personne;;;
Boulevard de Sébastopol;"{""coordinates"": [[2.3477737339749694, 48.85772143698411], [2.3482077834001465, 48.85849492291554], [2.3482198357133632, 48.85851642906472], [2.348340874518914, 48.85873389453622], [2.348790337672061, 48.85954159179095], [2.349074603822051, 48.86005239465938], [2.3493288801765932, 48.860509315460966], [2.349365807641243, 48.86057566329857], [2.3494539700043893, 48.860732755075716], [2.3497272517387273, 48.861222613210046], [2.350156036360909, 48.861991186249135], [2.350214648686237, 48.862094992357044], [2.3504200988987525, 48.86246171012213], [2.3506820894156037, 48.8629293440371], [2.3509476453519658, 48.86340330090598], [2.3509491120676365, 48.86340592595661], [2.351370844686906, 48.86416133324362], [2.3515184919834544, 48.86442579432702], [2.3519743969193367, 48.86523967035267], [2.3525227711184744, 48.866218812952525], [2.3525304259271973, 48.86623247941507], [2.3529754571926813, 48.86703205471044], [2.353204795267349, 48.86744217133438], [2.3532907997919037, 48.86759595593228], [2.353475332736909, 48.8679259501601], [2.3536203259681985, 48.868185195104445], [2.3537296183730247, 48.868380627629236], [2.353893218553781, 48.86867315828068], [2.3540362150275227, 48.868928857334744], [2.354260581790956, 48.86933004983365]], ""type"": ""LineString""}";true;siège;;;
Rue Jean Bart;"{""coordinates"": [[2.331015067463916, 48.848235307854665], [2.331024482488507, 48.84807830526114], [2.3309709340193203, 48.847067331501286]], ""type"": ""LineString""}";true;personne;;;
Quai d'Austerlitz;"{""coordinates"": [[[2.3737559151658374, 48.83753076539215], [2.3736572128944573, 48.83761191989628], [2.373600672826662, 48.83748714277288], [2.373627397200813, 48.83746273905783]], [[2.3736572128944573, 48.83761191989628], [2.3732709685295537, 48.83794576443993], [2.3732135196590938, 48.83799291388444], [2.372782445357045, 48.83832559550889], [2.372366336876497, 48.838644872572104], [2.3712756378683975, 48.83945439986138], [2.3710315296242963, 48.83963557039789], [2.3695865869481736, 48.84068656818815], [2.367969513789155, 48.84182718627089], [2.367815424402239, 48.84189903148695], [2.367715773437331, 48.84200976484457], [2.366178842306784, 48.84317537887107]], [[2.3732709685295537, 48.83794576443993], [2.373068660031081, 48.838232320951064], [2.373041589193436, 48.83839987448031], [2.3719543428165752, 48.839217025770175], [2.3717323396859733, 48.83936071143518], [2.369050275840806, 48.84131225992657], [2.368952887923027, 48.84140857153098], [2.3689037779834017, 48.84148319332573], [2.368825301179078, 48.841716793215866], [2.368765033323572, 48.8418508937999], [2.3685158467332905, 48.84204245572111], [2.368338694698504, 48.842172332557475], [2.3679087137148396, 48.842473469892084], [2.367688364892669, 48.84258093024302], [2.3675938768269593, 48.84261078421179], [2.3674829604722274, 48.84261894859251], [2.3672406097070353, 48.842705795341736], [2.36693667643426, 48.842874004678166], [2.366580948053829, 48.84311410369929], [2.36645407258648, 48.84320090366975], [2.3663407552327542, 48.843224874033496], [2.366178842306784, 48.84317537887107], [2.3655507397055557, 48.84363275587232]]], ""type"": ""MultiLineString""}";true;bataille;;;
Avenue Jean Moulin;"{""coordinates"": [[2.3265492463093196, 48.827782201407835], [2.3261380936314233, 48.827554987206334], [2.32502978358294, 48.82707439648227], [2.3243293783385663, 48.826771272328976], [2.322355312972058, 48.825900575821], [2.321641271995752, 48.82558525251981], [2.3212779574119047, 48.82542478340843], [2.320507740420931, 48.82508556154704], [2.31968728134431, 48.82471637820712], [2.3195120104060645, 48.824647162997735]], ""type"": ""LineString""}";true;résistant;;;
Cité de Magenta;"{""coordinates"": [[2.36004062537819, 48.871840319530314], [2.3591986876974778, 48.87152007553097], [2.359099723930202, 48.871510129614904], [2.3589288239139714, 48.87158719607206]], ""type"": ""LineString""}";true;bataille;;;
Rue Joubert;"{""coordinates"": [[2.3325762975374515, 48.87460139570529], [2.331375746514564, 48.87462724298537], [2.3309150902496385, 48.87462742103341], [2.330557177923357, 48.87463520476967], [2.330204128168954, 48.87465713426026], [2.3286567514875887, 48.87469984531203]], ""type"": ""LineString""}";true;personne;;;
Place du Général Stefanik;"{""coordinates"": [[2.256479550298116, 48.8395140226957], [2.2560194210009406, 48.83941187082623], [2.255920575785601, 48.839460271933255], [2.255726586582115, 48.83987128441264], [2.2562505613060204, 48.83997762968311]], ""type"": ""LineString""}";true;personne;;;
Place Robert Antelme;"{""coordinates"": [[2.3790238148228378, 48.828592486682375], [2.378729700938466, 48.82892416721071]], ""type"": ""LineString""}";true;résistant;art;;
Rue Guilleminot;"{""coordinates"": [[2.318848760458595, 48.83588004178497], [2.318688917337505, 48.83594937230275], [2.3176588913461007, 48.83571311788742], [2.316673793648992, 48.83548300206327], [2.3163288095992485, 48.83538960057507], [2.3161068539961813, 48.83520968049428], [2.316057965791694, 48.835166536891364]], ""type"": ""LineString""}";true;personne;;;
Route du Donjon;"{""coordinates"": [[2.4537654461982217, 48.844011424626714], [2.4536276035033846, 48.8440065322339], [2.4506821332486157, 48.84412185802516], [2.450535295938641, 48.84414553817352], [2.446874399005382, 48.84430392481484], [2.4463438753893803, 48.84431640900399], [2.443164583211175, 48.844473006889515], [2.442951639472362, 48.844480307585435], [2.4427072033145345, 48.84447765825562], [2.442543631244656, 48.844441209837655], [2.442301968763083, 48.84427488132216]], ""type"": ""LineString""}";true;batiment;;;
Rue de Montebello;"{""coordinates"": [[2.3024070698414234, 48.82916745192208], [2.3024279636904743, 48.829598276892405]], ""type"": ""LineString""}";true;bataille;;;
