L_LONGMIN;Geometry;display;catégorie;;;
Place du Vingt-Cinq Août 1944;"{""coordinates"": [[[2.3250848957004644, 48.82300451310716], [2.325092876923482, 48.8229435171762], [2.3249109710163807, 48.82218638061886]], [[2.3252286460197853, 48.8221468650571], [2.3250834222871157, 48.82216818825807], [2.3249109710163807, 48.82218638061886]], [[2.3253620152293246, 48.823070130746935], [2.3251510607093966, 48.82225134007103], [2.3252286460197853, 48.8221468650571]], [[2.3253837927576866, 48.82212074999594], [2.3253815744388495, 48.822121663843966], [2.3252291904447415, 48.82214689511067], [2.3252286460197853, 48.8221468650571]], [[2.3253837927576866, 48.82212074999594], [2.325405473341205, 48.82220414603538], [2.3255687003824086, 48.82283061332394]], [[2.3255763440367634, 48.822048050881556], [2.3253837927576866, 48.82212074999594]], [[2.3257689089077442, 48.822693651379936], [2.3256182581395035, 48.82209615235319], [2.3255763440367634, 48.822048050881556]], [[2.3257689089077442, 48.822693651379936], [2.3255687003824086, 48.82283061332394]]], ""type"": ""MultiLineString""}";true;bataille;;;
Rue du Borrégo;"{""coordinates"": [[2.3979146506287106, 48.8723590401795], [2.3992485139266595, 48.872728902064914], [2.4006920853796205, 48.87313367071304], [2.400957566800303, 48.873208798888], [2.4012652427352794, 48.87329954310154], [2.4016777856661964, 48.87341674749091], [2.402228342631537, 48.87357209694512], [2.4034370873823305, 48.87391646498914]], ""type"": ""LineString""}";true;bataille;;;
Place Pierre Dux;"{""coordinates"": [[2.3378220474643454, 48.849275529378794], [2.3377489171678283, 48.84940250074321], [2.337478388568891, 48.84940543685461]], ""type"": ""LineString""}";true;résistant;art;;
Rue Barrelet de Ricou;"{""coordinates"": [[2.378253705379804, 48.87679569989244], [2.3780908535478473, 48.87709034757211], [2.37791984981183, 48.87738698509028], [2.377742862805671, 48.87769352880923]], ""type"": ""LineString""}";true;résistant;;;
Place Charles de Gaulle;"{""coordinates"": [[2.294881928765733, 48.873069517820085], [2.295173239601351, 48.87307358975949], [2.2955853143139393, 48.8731515153088], [2.295999718461924, 48.87347277038621], [2.2961054747717444, 48.873642342871456], [2.296122883145766, 48.873785755502155], [2.2961304049325975, 48.87384760255829], [2.2959519756671054, 48.87415540544229], [2.295516818146102, 48.87443775687707], [2.294924203241817, 48.874492904867935], [2.294447152542168, 48.87437069733445], [2.2943632611874216, 48.87431743841902], [2.2940220881037967, 48.87410080766445], [2.293967791569483, 48.87392322697837], [2.2939671418020207, 48.87371468352244], [2.294005588540361, 48.87357593480984], [2.294126647701655, 48.873403588150616], [2.294377396692724, 48.87321466658151], [2.2945691259278096, 48.873137310953254], [2.294881928765733, 48.873069517820085]], ""type"": ""LineString""}";true;personne;politique;;
Rue de Brissac;"{""coordinates"": [[2.3645266483528142, 48.84894610770607], [2.3646799446139837, 48.84894363917383], [2.3647319972496983, 48.84894281835311], [2.3647873083676703, 48.848935161715495], [2.365239511482786, 48.84884606120359], [2.365318669594619, 48.84883061650223]], ""type"": ""LineString""}";true;personne;;;
Boulevard Exelmans;"{""coordinates"": [[[2.2671835967788128, 48.839640811438], [2.2667032881311964, 48.83985967145419], [2.2664458433958248, 48.839950611516166], [2.2654719658377687, 48.84037869986001], [2.2653856461168536, 48.84044665703687], [2.265248150521667, 48.840530992183695], [2.2650585686821114, 48.840612174146806], [2.2650363272947995, 48.84071204774526]], [[2.26749858834313, 48.8397196910967], [2.267324781684971, 48.83979764558873], [2.2667598747238125, 48.84005421996396]], [[2.267486273920917, 48.839957994538004], [2.267001528853263, 48.84017441821336], [2.2665916859752526, 48.84038442795106], [2.266199736121174, 48.840565918995544], [2.265698846691643, 48.840722448017026]], [[2.2667598747238125, 48.84005421996396], [2.266438848317174, 48.84007587827491], [2.265147151717929, 48.84066012429056], [2.2650363272947995, 48.84071204774526]], [[2.2667598747238125, 48.84005421996396], [2.2666532187335013, 48.84022358361823], [2.2658198250869717, 48.84062576153963], [2.265698846691643, 48.840722448017026]], [[2.2667598747238125, 48.84005421996396], [2.2651602551675385, 48.84078411135842], [2.2649356731166956, 48.84088141071108]], [[2.2650363272947995, 48.84071204774526], [2.264775532611028, 48.840842913737006]], [[2.265698846691643, 48.840722448017026], [2.2652889672857963, 48.840858974288224], [2.2649982693067376, 48.840977929266224]], [[2.264775532611028, 48.840842913737006], [2.263735195355252, 48.84129836990498], [2.262694050688776, 48.841761447644515], [2.2619046827126144, 48.84211825327456], [2.2616390368170403, 48.84226444369397], [2.2614118747792453, 48.84237365512084]], [[2.2649356731166956, 48.84088141071108], [2.2648560256261643, 48.84084909246857], [2.264775532611028, 48.840842913737006]], [[2.2649356731166956, 48.84088141071108], [2.2637917824985894, 48.84139767611031], [2.2622004569146767, 48.842130627471455]], [[2.2649982693067376, 48.840977929266224], [2.2649797708458475, 48.840918654881236], [2.2649356731166956, 48.84088141071108]], [[2.2649982693067376, 48.840977929266224], [2.2638540999282877, 48.841507072522845], [2.2627686408443757, 48.84199332476243], [2.2620733165623865, 48.84231149837536], [2.261781876694069, 48.84240958447253], [2.261542494140636, 48.84250133586866]], [[2.2622004569146767, 48.842130627471455], [2.261994689727785, 48.8421753161191], [2.2614118747792453, 48.84237365512084]], [[2.2622004569146767, 48.842130627471455], [2.2620509312237727, 48.842219957135725], [2.261542494140636, 48.84250133586866]], [[2.2614118747792453, 48.84237365512084], [2.2600660455524744, 48.84302067439184], [2.2593397042577994, 48.843555613435115]], [[2.261542494140636, 48.84250133586866], [2.2605941072229414, 48.842949354566514], [2.2601968858698323, 48.84315763042931], [2.259759604382206, 48.84346255531672], [2.259450982507816, 48.8437458807338]], [[2.2593397042577994, 48.843555613435115], [2.2589549015324732, 48.8440091214882], [2.258706472512154, 48.844382511951], [2.258528595471859, 48.84485946086434], [2.2584470595602677, 48.84532648391523], [2.2584439838894217, 48.845645102487204], [2.258474200538993, 48.84592524545771], [2.2585546117144335, 48.84624895908556], [2.258786215291279, 48.846792911397266], [2.2589526360002847, 48.847106589746936], [2.259417436441351, 48.84778082797195], [2.2596683494679857, 48.84791921065851], [2.25971462088228, 48.84779208358308], [2.2594272261656134, 48.847443868503305], [2.259214932632388, 48.84711009382281], [2.2589787732100723, 48.84668296027858], [2.258792136506255, 48.84622905291205], [2.258706660597501, 48.84590876164227], [2.2586715065045326, 48.8455618009646], [2.2586701289430056, 48.84531666026115], [2.258730340668128, 48.84497587541497], [2.2587414953134557, 48.84491302460903], [2.258873150839022, 48.84453281314535], [2.259090914783365, 48.84415598574851], [2.2592786412164343, 48.843912591382924], [2.259450982507816, 48.8437458807338], [2.2593397042577994, 48.843555613435115]]], ""type"": ""MultiLineString""}";true;personne;;;
Rue Petit;"{""coordinates"": [[2.379028658503867, 48.884630900204016], [2.379807604954497, 48.88467932836072], [2.380109392400872, 48.88470492120577], [2.381267571426268, 48.8847904483368], [2.3819451758409427, 48.88483991262527], [2.382566481314585, 48.884886600618614], [2.3828103159053673, 48.88490754402693], [2.383274286892854, 48.8849907302042], [2.3837555967924327, 48.885094220641335], [2.384594353567798, 48.88524053813108], [2.384862896917074, 48.88529294580883], [2.3850880807692447, 48.88533338502099], [2.385419487070745, 48.88539881273857], [2.3868780075613634, 48.88567362361885], [2.387749084482057, 48.88580516455106], [2.389293596565022, 48.88601944728548], [2.389854554703227, 48.88609727480818], [2.3914595745897937, 48.88624647495326], [2.3928514154080243, 48.88635122533349], [2.393462531574379, 48.88641098898961], [2.3939034174700993, 48.88644263843801]], ""type"": ""LineString""}";true;personne;;;
Avenue du Maréchal Gallieni;"{""coordinates"": [[2.3134435051963274, 48.86285137477985], [2.3133604679938053, 48.86208997621439], [2.313330241875269, 48.86178229683549], [2.313236503238392, 48.86104504656346], [2.313107550908104, 48.85995285316535], [2.31300520780329, 48.85880808221135]], ""type"": ""LineString""}";true;personne;colonie;;
Rue de l'Amiral Hamelin;"{""coordinates"": [[2.2926391654239016, 48.86578147093659], [2.292478464940367, 48.86622675122584], [2.2918934446225774, 48.86785285710814], [2.2916269622184866, 48.86857945505835], [2.291460631340258, 48.868850082402304]], ""type"": ""LineString""}";true;personne;;;
Cité Annibal;"{""coordinates"": [[2.332239545337533, 48.827155396974135], [2.332274601435206, 48.82717926430862], [2.333183908516327, 48.82704129201638]], ""type"": ""LineString""}";true;personne;;;
Rue de Bouvines;"{""coordinates"": [[2.395525486422805, 48.849831032345165], [2.3962093284221715, 48.84977564064787]], ""type"": ""LineString""}";true;bataille;;;
Rue du Delta;"{""coordinates"": [[2.349691952510068, 48.882400192102246], [2.34671962180607, 48.88245085754604]], ""type"": ""LineString""}";true;guerre;;;
Rue du Commandant Mortenol;"{""coordinates"": [[2.363901774867745, 48.87596433702436], [2.363568182999711, 48.876091528485944]], ""type"": ""LineString""}";true;personne;;;
Rue Claude Farrère;"{""coordinates"": [[[2.2516480376750008, 48.84236332057382], [2.2514183420543157, 48.84219585920526], [2.2513792810970403, 48.84250008844829], [2.2516480376750008, 48.84236332057382]], [[2.2546506351379447, 48.84247750771538], [2.2544799546413814, 48.84264544520439], [2.2542293573355257, 48.84264960322301], [2.253981575478427, 48.842619844956815], [2.2517774283523355, 48.842373717250304], [2.2516480376750008, 48.84236332057382]], [[2.25470300913252, 48.84276264723267], [2.2544799546413814, 48.84264544520439]]], ""type"": ""MultiLineString""}";true;personne;art;;
Place de la Commune de Paris;"{""coordinates"": [[2.348999715136493, 48.8275825626148], [2.3488334420156733, 48.827505633230416], [2.348574014305142, 48.827501450314784]], ""type"": ""LineString""}";true;bataille;;;
Rue du Colonel Pierre Avia;"{""coordinates"": [[[2.2777209339416307, 48.83149230777889], [2.277578081270212, 48.83139424912494], [2.275915318034253, 48.83002418815177], [2.2753106089548916, 48.829589614371486], [2.275076713047303, 48.82944658038388], [2.2736080526776243, 48.82858206085767], [2.2734085995690294, 48.82846464914444], [2.273355838200024, 48.82838961694384], [2.273376677003198, 48.82830870926217]], [[2.2777209339416307, 48.83149230777889], [2.2776101764430465, 48.83161643664746], [2.278290442385097, 48.83230374727241], [2.2786937814770742, 48.83272900493687], [2.2789209385769675, 48.83269718762326], [2.277862253323109, 48.83161750024078], [2.2777209339416307, 48.83149230777889]]], ""type"": ""MultiLineString""}";true;personne;;;
Place des Combattants en Afrique du Nord;"{""coordinates"": [[2.3722033911196387, 48.84561250049461], [2.3724642497480737, 48.845642369745846], [2.3726672798215205, 48.8457151133873], [2.3723536498431987, 48.84589420339094], [2.3721703561615026, 48.84568187450506]], ""type"": ""LineString""}";true;troupes;;;
Rue d'Avron;"{""coordinates"": [[2.398511541559538, 48.851343286206685], [2.3995354184782656, 48.85153004389909], [2.399940898426334, 48.851600320866154], [2.4005594220627424, 48.851708789174616], [2.4013772275513627, 48.85185546658025], [2.4040351072197366, 48.85233000234971], [2.4051485775211963, 48.852528345772384], [2.406116339755837, 48.852700683918776], [2.4066172645840243, 48.85278751913621], [2.4074862152877725, 48.8529468820775], [2.4078482444272398, 48.85300978503992], [2.4080563874422003, 48.85304714863635], [2.4088456812883448, 48.85318797665282], [2.409114134409969, 48.85323587093409], [2.4096892187532326, 48.85333856416727], [2.410637378376602, 48.85350432043524]], ""type"": ""LineString""}";true;siège;;;
Avenue de Lowendal;"{""coordinates"": [[2.3103252642134207, 48.853915813301796], [2.3097651157539354, 48.85352355725158], [2.3094790528569473, 48.853332214171104], [2.3093326169334536, 48.85322509186556], [2.308550178252247, 48.85270744399249], [2.3066746331361747, 48.85140537175072], [2.3061323932070694, 48.85102833749846], [2.3057960784879383, 48.85079955900479], [2.305235043283172, 48.850421619915764], [2.3037460479494682, 48.849439288850505], [2.3032916511865293, 48.84911625502431], [2.302459817657565, 48.848524889077275]], ""type"": ""LineString""}";true;personne;;;
Square des Ecrivains Combattants Morts pour la France;"{""coordinates"": [[[2.265898777937387, 48.859272028172875], [2.265459063090031, 48.859397200593925], [2.2647859187640136, 48.85958489979194]], [[2.2661283144588653, 48.85963745096654], [2.2650662232060315, 48.85993863003461], [2.2649982985075545, 48.85993800601149]]], ""type"": ""MultiLineString""}";true;victime;;;
Rue Mouton-Duvernet;"{""coordinates"": [[2.3298448546774213, 48.83127798624168], [2.3298064177889977, 48.83140675903406], [2.3284037599218967, 48.83176342502147], [2.32742257304361, 48.83201900848272], [2.326988442722729, 48.832126253963935], [2.325872214989477, 48.83243100693998], [2.3252068409917315, 48.83257817861855], [2.3251238321373493, 48.832625799742], [2.3248871830794644, 48.83269646800333]], ""type"": ""LineString""}";true;personne;;;
Place du Carrousel;"{""coordinates"": [[2.333362943236899, 48.86014382962777], [2.3332355882294933, 48.86023387352798], [2.3333839714281464, 48.86049989148312], [2.333579360387322, 48.86053416572507], [2.3335496847980046, 48.860620652809644], [2.333861280555013, 48.861129827616615], [2.3339725982261625, 48.861167365482345], [2.333781477451157, 48.86123400467077], [2.3336848502606635, 48.86133633426107], [2.3336568755570437, 48.86145713195229], [2.333692468355969, 48.861576242044606], [2.333834846009972, 48.86168027092908], [2.334066235468637, 48.861745691294395], [2.334278782744288, 48.86172510959976], [2.3342137128567204, 48.861802739130006], [2.334689187326808, 48.86222048666888], [2.3348440541182525, 48.86225195234096], [2.3348184492022943, 48.86241257750409], [2.335033812071032, 48.86270769024757], [2.335277976918999, 48.86272419168586], [2.3353488279265306, 48.8626175538082], [2.3351993552134402, 48.862389728148194], [2.3351202074766184, 48.86233260254297], [2.3348440541182525, 48.86225195234096], [2.3349692947116316, 48.86245478585011], [2.3351324932782376, 48.86266763296093], [2.335277976918999, 48.86272419168586], [2.335238770731563, 48.86264008274874], [2.3350565994695627, 48.86239719106719], [2.3348440541182525, 48.86225195234096], [2.3348951545346877, 48.8621517071975], [2.334432388397864, 48.86174739545626], [2.334278782744288, 48.86172510959976], [2.3344629082628265, 48.861653439352416], [2.334546821144064, 48.86154439228247], [2.3345620900958277, 48.861423595702725], [2.334518856598932, 48.86130279756607], [2.3344095342318676, 48.861218918862164], [2.334264601354918, 48.8611601946084], [2.33410440780332, 48.86115012099391], [2.3339725982261625, 48.861167365482345], [2.334046801837862, 48.86109066823106], [2.333745072027122, 48.860584759504185], [2.333579360387322, 48.86053416572507], [2.3336708951832525, 48.860455829432], [2.333520031175619, 48.86015881540421], [2.333362943236899, 48.86014382962777], [2.333579360387322, 48.86053416572507]], ""type"": ""LineString""}";true;pratique;local;;
Avenue de Verdun;"{""coordinates"": [[[2.3609032405775285, 48.8759973888045], [2.3610160960281488, 48.8760081987084], [2.3619319067260767, 48.876310655400694], [2.3622429490711685, 48.87641202207749], [2.3623614717122474, 48.876513522763055]], [[2.3609032405775285, 48.8759973888045], [2.3606624601647934, 48.8760549285663], [2.360578803304532, 48.87610792919707], [2.3606889978953576, 48.876104488728885], [2.3608456519127317, 48.87606603331956], [2.3608597831240163, 48.87602777013648], [2.3609032405775285, 48.8759973888045]], [[2.3608456519127317, 48.87606603331956], [2.3609248402963185, 48.87610493862385], [2.362167913229733, 48.87651822036839], [2.3623614717122474, 48.876513522763055], [2.3629452254339083, 48.87670142585598]], [[2.3631591193973707, 48.87666838025248], [2.3629452254339083, 48.87670142585598], [2.362964926944098, 48.876818507043915], [2.3632649256280915, 48.87692248324389], [2.3633399297124096, 48.8769693237499], [2.363504451388543, 48.87715624373297]]], ""type"": ""MultiLineString""}";true;bataille;;;
